ItemName,RawMaterial,Qty,Unit,Department
Multani Murgh,Jeera Whole,2.0,GM,
Zafrani Chicken,Jeera Whole,2.0,GM,
Prawns Tom Yum Soup,Lemon Grass,2.0,GM,
Assorted Indian Breads ( 7 Types ),Mint Leaves,2.0,GM,
Missi Roti,Mint Leaves,2.0,GM,
Seafood Suimono Soup,Wasabi Tube,2.0,GM,
Tandoori Pompfret,8 To 9 Sauce,2.0,GM,
Tandoori Rawas,8 To 9 Sauce,2.0,GM,
Tandoori Crab,8 To 9 Sauce,2.0,GM,
Tandoori Lobster,8 To 9 Sauce,2.0,GM,
Tandoori Surmai,8 To 9 Sauce,2.0,GM,
Tandoori Squid,8 To 9 Sauce,2.0,GM,
Tandoori Prawns REG,8 To 9 Sauce,2.0,GM,
Tandoori Prawns (100 Gms),8 To 9 Sauce,2.0,GM,
TOMATO BASIL SOUP,BASIL LEAVES,2.0,GM,
TOMATO BASIL SOUP,BASIL LEAVES,2.0,GM,
CLEAR SOUP,Bean Sprouts,2.0,GM,
Devil Chicken,CURRY LEAVES,2.0,GM,
Dehati Lamb,CURRY LEAVES,2.0,GM,
Dehati Murg,CURRY LEAVES,2.0,GM,
Dehati Murg,CURRY LEAVES,2.0,GM,
Dehati Lamb,CURRY LEAVES,2.0,GM,
Rajasthani Laal Maas,Garam Masala,2.0,GM,
VEG SONERI,Garam Masala,2.0,GM,
PANEER MAKHANWALA,Garam Masala,2.0,GM,
Kalonji Ka Baigan,Garam Masala,2.0,GM,
VEG LAHORI,Garam Masala,2.0,GM,
ALOO GOBI,Garam Masala,2.0,GM,
Amritsari Dal,Garam Masala,2.0,GM,
Paneer Khurchan,Garam Masala,2.0,GM,
Nalli Kashmiri Rogan,Garam Masala,2.0,GM,
Avadhi Lamb,Garam Masala,2.0,GM,
Mutton Tikhalaal,Garam Masala,2.0,GM,
Dhabe Da Lamb,Garam Masala,2.0,GM,
Dhabe Da Murg,Garam Masala,2.0,GM,
Diwani Handi,Garam Masala,2.0,GM,
Karele Kaju Masala,Garam Masala,2.0,GM,
Phalguni Sabzi,Garam Masala,2.0,GM,
Subzi Noorani,Garam Masala,2.0,GM,
Ghost Sofiana,Garam Masala,2.0,GM,
LASOONI PALAK,Garam Masala,2.0,GM,
Kolkata VEG Biryani,Garam Masala,2.0,GM,
Moong Dal Aur Methi Ki Subzi,Garam Masala,2.0,GM,
Murg Pudhina Masala,Garam Masala,2.0,GM,
PALAK PANEER,Garam Masala,2.0,GM,
Bukhara Kofta Curry,Garam Masala,2.0,GM,
Murg Makhanwala,Garam Masala,2.0,GM,
Paneer Khurchan,Garam Masala,2.0,GM,
Chatpata Paneer,Garam Masala,2.0,GM,
Ghost Sofiana,Garam Masala,2.0,GM,
Hyderabadi VEG Biryani,Garam Masala,2.0,GM,
VEG SONERI,Garam Masala,2.0,GM,
Mutton Tikhalaal,Garam Masala,2.0,GM,
Dehati Murg,Garam Masala,2.0,GM,
Murgh Bharta Masala,Garam Masala,2.0,GM,
MUSHROOM DO PYAZA,Garam Masala,2.0,GM,
Peshawari Kofta,Garam Masala,2.0,GM,
Sea Food Dum Biryani,Garam Masala,2.0,GM,
Methi Chicken,Garam Masala,2.0,GM,
EGG MASALA,Garam Masala,2.0,GM,
Methi Lamb,Garam Masala,2.0,GM,
Nalli Kashmiri Rogan,Garam Masala,2.0,GM,
Rajasthani Laal Maas,Garam Masala,2.0,GM,
Subzi Noorani,Garam Masala,2.0,GM,
Maratha Chicken,Garam Masala,2.0,GM,
Dum Pukht VEG Biryani,Garam Masala,2.0,GM,
LUCKNOWI CHICKEN,Garam Masala,2.0,GM,
Bhindi Mirch Masala,Garam Masala,2.0,GM,
Dum Paneer Kalamiri,Garam Masala,2.0,GM,
Murgh Tikhalaal,Garam Masala,2.0,GM,
Maratha Chicken,Garam Masala,2.0,GM,
LUCKNOWI CHICKEN,Garam Masala,2.0,GM,
Avadhi Lamb,Garam Masala,2.0,GM,
Moong Dal Aur Methi Ki Subzi,Garam Masala,2.0,GM,
Paneer Lawabdar,Garam Masala,2.0,GM,
Paneer Tikka Masala,Garam Masala,2.0,GM,
Chatpata Paneer,Garam Masala,2.0,GM,
Dhabe Da Lamb,Garam Masala,2.0,GM,
EGG BIRYANI,Garam Masala,2.0,GM,
EGG MASALA,Garam Masala,2.0,GM,
Multani Murgh,Garam Masala,2.0,GM,
Murg Pudhina Masala,Garam Masala,2.0,GM,
Murgh -ka-salan,Garam Masala,2.0,GM,
MUTTON ROGAN JOSH,Garam Masala,2.0,GM,
VEG LAHORI,Garam Masala,2.0,GM,
Dehati Lamb,Garam Masala,2.0,GM,
Kumbh Makai Palak,Garam Masala,2.0,GM,
Murg Tikka Nawabi,Garam Masala,2.0,GM,
Tawa Chicken,Garam Masala,2.0,GM,
Tawa Chicken,Garam Masala,2.0,GM,
Bhatkal VEG Biryani,Garam Masala,2.0,GM,
Kolkata VEG Biryani,Garam Masala,2.0,GM,
PANEER BUTTER MASALA,Garam Masala,2.0,GM,
Reshmi Paneer,Garam Masala,2.0,GM,
Subzi Kofta Masala,Garam Masala,2.0,GM,
Bhatkal VEG Biryani,Garam Masala,2.0,GM,
Dum Aloo Amritsari,Garam Masala,2.0,GM,
Ghost Hara Pyaaz,Garam Masala,2.0,GM,
Subzi Kofta Masala,Garam Masala,2.0,GM,
Mirchi Ka Salan,Garam Masala,2.0,GM,
Phalguni Sabzi,Garam Masala,2.0,GM,
Reshmi Paneer,Garam Masala,2.0,GM,
Multani Murgh,Garam Masala,2.0,GM,
Murg Makhanwala,Garam Masala,2.0,GM,
Pindi Chana,Garam Masala,2.0,GM,
VEG KOLHAPURI,Garam Masala,2.0,GM,
Avadhi Chicken,Garam Masala,2.0,GM,
Dal Palak Ghost,Garam Masala,2.0,GM,
Multani Mutton,Garam Masala,2.0,GM,
MUSHROOM DO PYAZA,Garam Masala,2.0,GM,
Dal Palak Ghost,Garam Masala,2.0,GM,
Dehati Murg,Garam Masala,2.0,GM,
Dhabe Da Murg,Garam Masala,2.0,GM,
Mirchi Ka Salan,Garam Masala,2.0,GM,
VEG KOLHAPURI,Garam Masala,2.0,GM,
Zafrani Chicken,Garam Masala,2.0,GM,
Bhindi Mirch Masala,Garam Masala,2.0,GM,
Dehati Lamb,Garam Masala,2.0,GM,
Dum Paneer Kalamiri,Garam Masala,2.0,GM,
Ghost Hara Pyaaz,Garam Masala,2.0,GM,
Maratha Lamb,Garam Masala,2.0,GM,
Sea Food Dum Biryani,Garam Masala,2.0,GM,
Diwani Handi,Garam Masala,2.0,GM,
EGG BIRYANI,Garam Masala,2.0,GM,
Methi Paneer,Garam Masala,2.0,GM,
Hyderabadi VEG Biryani,Garam Masala,2.0,GM,
Maratha Lamb,Garam Masala,2.0,GM,
Peshawari Kofta,Garam Masala,2.0,GM,
Murgh Bharta Masala,Garam Masala,2.0,GM,
ALOO MUTTER,Garam Masala,2.0,GM,
Avadhi Chicken,Garam Masala,2.0,GM,
Bukhara Kofta Curry,Garam Masala,2.0,GM,
Kalonji Ka Baigan,Garam Masala,2.0,GM,
Paneer Kofta Hara Masala,Garam Masala,2.0,GM,
CHICKEN KADAI,Garam Masala,2.0,GM,
Dum Pukht VEG Biryani,Garam Masala,2.0,GM,
Murgh Tikhalaal,Garam Masala,2.0,GM,
Paneer Lawabdar,Garam Masala,2.0,GM,
Kumbh Makai Palak,Garam Masala,2.0,GM,
Murg Tikka Nawabi,Garam Masala,2.0,GM,
Murgh -ka-salan,Garam Masala,2.0,GM,
MUTTON ROGAN JOSH,Garam Masala,2.0,GM,
Zafrani Chicken,Garam Masala,2.0,GM,
Methi Lamb,Garam Masala,2.0,GM,
Methi Paneer,Garam Masala,2.0,GM,
Paneer Kofta Hara Masala,Garam Masala,2.0,GM,
PANEER MAKHANWALA,Garam Masala,2.0,GM,
Paneer Tikka Masala,Garam Masala,2.0,GM,
Amritsari Dal,Garam Masala,2.0,GM,
PANEER BUTTER MASALA,Garam Masala,2.0,GM,
ALOO GOBI,Garam Masala,2.0,GM,
CHICKEN KADAI,Garam Masala,2.0,GM,
Tawa Lamb,Garam Masala,2.0,GM,
LASOONI PALAK,Garam Masala,2.0,GM,
ALOO MUTTER,Garam Masala,2.0,GM,
Dum Aloo Amritsari,Garam Masala,2.0,GM,
Karele Kaju Masala,Garam Masala,2.0,GM,
Methi Chicken,Garam Masala,2.0,GM,
Multani Mutton,Garam Masala,2.0,GM,
PALAK PANEER,Garam Masala,2.0,GM,
Pindi Chana,Garam Masala,2.0,GM,
Tawa Lamb,Garam Masala,2.0,GM,
MASALA CHAAS,Green Chilly,2.0,GM,
EGG BHURJEE,Green Chilly,2.0,GM,
OMELETTE,Green Chilly,2.0,GM,
Curd Rice,Green Chilly,2.0,GM,
OMELETTE SANDWICH,Green Chilly,2.0,GM,
Butter Milk,Green Chilly,2.0,GM,
Amritsari Dal,Haldi Powder,2.0,GM,
LASOONI PALAK,Haldi Powder,2.0,GM,
Murg Pudhina Masala,Haldi Powder,2.0,GM,
Murg Tikka Nawabi,Haldi Powder,2.0,GM,
Maratha Lamb,Haldi Powder,2.0,GM,
Nalli Kashmiri Rogan,Haldi Powder,2.0,GM,
Tandoori Prawns (100 Gms),Haldi Powder,2.0,GM,
Chatpata Paneer,Haldi Powder,2.0,GM,
VEG PULAO,Haldi Powder,2.0,GM,
Dhabe Da Murg,Haldi Powder,2.0,GM,
MUTTON ROGAN JOSH,Haldi Powder,2.0,GM,
Peshawari Kofta,Haldi Powder,2.0,GM,
,Haldi Powder,2.0,GM,
DAL KHICHDI,Haldi Powder,2.0,GM,
Ghost Hara Pyaaz,Haldi Powder,2.0,GM,
Tandoori Pomfrate Regular (400gms),Haldi Powder,2.0,GM,
Dal Tadka,Haldi Powder,2.0,GM,
Multani Murgh,Haldi Powder,2.0,GM,
Tawa Chicken,Haldi Powder,2.0,GM,
VEG PULAO,Haldi Powder,2.0,GM,
Dehati Lamb,Haldi Powder,2.0,GM,
EGG BHURJEE,Haldi Powder,2.0,GM,
Murgh Tikhalaal,Haldi Powder,2.0,GM,
Tandoori Lobster,Haldi Powder,2.0,GM,
VEG KADAI,Haldi Powder,2.0,GM,
VEG LAHORI,Haldi Powder,2.0,GM,
Assorted Indian Breads ( 7 Types ),Haldi Powder,2.0,GM,
Bhindi Mirch Masala,Haldi Powder,2.0,GM,
PANEER KADAI,Haldi Powder,2.0,GM,
Rajasthani Laal Maas,Haldi Powder,2.0,GM,
VEG LAHORI,Haldi Powder,2.0,GM,
ALOO GOBI,Haldi Powder,2.0,GM,
Ghost Sofiana,Haldi Powder,2.0,GM,
Murg Tikka Nawabi,Haldi Powder,2.0,GM,
Dum Paneer Kalamiri,Haldi Powder,2.0,GM,
Ghost Sofiana,Haldi Powder,2.0,GM,
Methi Chicken,Haldi Powder,2.0,GM,
Peshawari Kofta,Haldi Powder,2.0,GM,
Zafrani Chicken,Haldi Powder,2.0,GM,
Avadhi Lamb,Haldi Powder,2.0,GM,
Chatpata Paneer,Haldi Powder,2.0,GM,
Dehati Lamb,Haldi Powder,2.0,GM,
Maratha Chicken,Haldi Powder,2.0,GM,
Murgh -ka-salan,Haldi Powder,2.0,GM,
Subzi Noorani,Haldi Powder,2.0,GM,
Kalonji Ka Baigan,Haldi Powder,2.0,GM,
Phalguni Sabzi,Haldi Powder,2.0,GM,
VEG SONERI,Haldi Powder,2.0,GM,
Bhatkal VEG Biryani,Haldi Powder,2.0,GM,
Bhindi Mirch Masala,Haldi Powder,2.0,GM,
Bukhara Kofta Curry,Haldi Powder,2.0,GM,
Dal Tadka,Haldi Powder,2.0,GM,
Hyderabadi VEG Biryani,Haldi Powder,2.0,GM,
Multani Mutton,Haldi Powder,2.0,GM,
Phalguni Sabzi,Haldi Powder,2.0,GM,
Tawa Lamb,Haldi Powder,2.0,GM,
Dhabe Da Murg,Haldi Powder,2.0,GM,
Karele Kaju Masala,Haldi Powder,2.0,GM,
Amritsari Dal,Haldi Powder,2.0,GM,
Kolkata VEG Biryani,Haldi Powder,2.0,GM,
MUTTON ROGAN JOSH,Haldi Powder,2.0,GM,
Dal Palak Ghost,Haldi Powder,2.0,GM,
PALAK KHICHDI,Haldi Powder,2.0,GM,
PANEER BUTTER MASALA,Haldi Powder,2.0,GM,
Tandoori Surmai,Haldi Powder,2.0,GM,
DAL KHICHDI,Haldi Powder,2.0,GM,
Dehati Murg,Haldi Powder,2.0,GM,
Dhabe Da Lamb,Haldi Powder,2.0,GM,
EGG BIRYANI,Haldi Powder,2.0,GM,
Paneer Kofta Hara Masala,Haldi Powder,2.0,GM,
Tandoori Rawas,Haldi Powder,2.0,GM,
Dum Aloo Amritsari,Haldi Powder,2.0,GM,
Dum Pukht VEG Biryani,Haldi Powder,2.0,GM,
Multani Mutton,Haldi Powder,2.0,GM,
Tandoori Crab,Haldi Powder,2.0,GM,
Kalonji Ka Baigan,Haldi Powder,2.0,GM,
Sea Food Dum Biryani,Haldi Powder,2.0,GM,
Bhatkal VEG Biryani,Haldi Powder,2.0,GM,
DAL PALAK KHICHDI,Haldi Powder,2.0,GM,
Dum Pukht VEG Biryani,Haldi Powder,2.0,GM,
PANEER KADAI,Haldi Powder,2.0,GM,
Paneer Lawabdar,Haldi Powder,2.0,GM,
PEAS PULAO,Haldi Powder,2.0,GM,
Tandoori Pompfret,Haldi Powder,2.0,GM,
PANEER MAKHANWALA,Haldi Powder,2.0,GM,
Subzi Noorani,Haldi Powder,2.0,GM,
Dhabe Da Lamb,Haldi Powder,2.0,GM,
Avadhi Lamb,Haldi Powder,2.0,GM,
EGG MASALA,Haldi Powder,2.0,GM,
MUSHROOM DO PYAZA,Haldi Powder,2.0,GM,
Tandoori Prawns REG,Haldi Powder,2.0,GM,
CHICKEN KADAI,Haldi Powder,2.0,GM,
Dehati Murg,Haldi Powder,2.0,GM,
Methi Lamb,Haldi Powder,2.0,GM,
LUCKNOWI CHICKEN,Haldi Powder,2.0,GM,
PALAK KHICHDI,Haldi Powder,2.0,GM,
Nalli Kashmiri Rogan,Haldi Powder,2.0,GM,
Paneer Khurchan,Haldi Powder,2.0,GM,
Paneer Tikka Masala,Haldi Powder,2.0,GM,
VEG KADAI,Haldi Powder,2.0,GM,
Diwani Handi,Haldi Powder,2.0,GM,
Mutton Tikhalaal,Haldi Powder,2.0,GM,
Subzi Kofta Masala,Haldi Powder,2.0,GM,
Tandoori Squid,Haldi Powder,2.0,GM,
CHICKEN KADAI,Haldi Powder,2.0,GM,
EGG BIRYANI,Haldi Powder,2.0,GM,
PALAK PANEER,Haldi Powder,2.0,GM,
ALOO GOBI,Haldi Powder,2.0,GM,
Karele Kaju Masala,Haldi Powder,2.0,GM,
Ludhiyani Tangdi,Haldi Powder,2.0,GM,
Maratha Chicken,Haldi Powder,2.0,GM,
Murg Pudhina Masala,Haldi Powder,2.0,GM,
Dal Palak Ghost,Haldi Powder,2.0,GM,
Murgh -ka-salan,Haldi Powder,2.0,GM,
Reshmi Paneer,Haldi Powder,2.0,GM,
VEG MAKHANWALA,Haldi Powder,2.0,GM,
,Haldi Powder,2.0,GM,
Ghost Hara Pyaaz,Haldi Powder,2.0,GM,
PANEER MAKHANWALA,Haldi Powder,2.0,GM,
Paneer Tikka Masala,Haldi Powder,2.0,GM,
DAL PALAK KHICHDI,Haldi Powder,2.0,GM,
Murgh Bharta Masala,Haldi Powder,2.0,GM,
Paneer Kofta Hara Masala,Haldi Powder,2.0,GM,
Pindi Chana,Haldi Powder,2.0,GM,
Pindi Chana,Haldi Powder,2.0,GM,
Avadhi Chicken,Haldi Powder,2.0,GM,
Dum Paneer Kalamiri,Haldi Powder,2.0,GM,
Hyderabadi VEG Biryani,Haldi Powder,2.0,GM,
Nilgiri Korma,Haldi Powder,2.0,GM,
Subzi Kofta Masala,Haldi Powder,2.0,GM,
Tawa Lamb,Haldi Powder,2.0,GM,
Bukhara Kofta Curry,Haldi Powder,2.0,GM,
Maratha Lamb,Haldi Powder,2.0,GM,
Paneer Lawabdar,Haldi Powder,2.0,GM,
Murg Makhanwala,Haldi Powder,2.0,GM,
PALAK PANEER,Haldi Powder,2.0,GM,
Tawa Chicken,Haldi Powder,2.0,GM,
ALOO MUTTER,Haldi Powder,2.0,GM,
EGG MASALA,Haldi Powder,2.0,GM,
Murg Makhanwala,Haldi Powder,2.0,GM,
VEG SONERI,Haldi Powder,2.0,GM,
Moong Dal Aur Methi Ki Subzi,Haldi Powder,2.0,GM,
Murgh Tikhalaal,Haldi Powder,2.0,GM,
Murgh Bharta Masala,Haldi Powder,2.0,GM,
Sea Food Dum Biryani,Haldi Powder,2.0,GM,
Avadhi Chicken,Haldi Powder,2.0,GM,
LASOONI PALAK,Haldi Powder,2.0,GM,
Methi Lamb,Haldi Powder,2.0,GM,
Multani Murgh,Haldi Powder,2.0,GM,
MUSHROOM DO PYAZA,Haldi Powder,2.0,GM,
Diwani Handi,Haldi Powder,2.0,GM,
LUCKNOWI CHICKEN,Haldi Powder,2.0,GM,
Methi Chicken,Haldi Powder,2.0,GM,
Mutton Tikhalaal,Haldi Powder,2.0,GM,
PANEER BUTTER MASALA,Haldi Powder,2.0,GM,
Rajasthani Laal Maas,Haldi Powder,2.0,GM,
Reshmi Paneer,Haldi Powder,2.0,GM,
VEG KOLHAPURI,Haldi Powder,2.0,GM,
Zafrani Chicken,Haldi Powder,2.0,GM,
PEAS PULAO,Haldi Powder,2.0,GM,
Kolkata VEG Biryani,Haldi Powder,2.0,GM,
Paneer Khurchan,Haldi Powder,2.0,GM,
VEG KOLHAPURI,Haldi Powder,2.0,GM,
VEG MAKHANWALA,Haldi Powder,2.0,GM,
ALOO MUTTER,Haldi Powder,2.0,GM,
Dum Aloo Amritsari,Haldi Powder,2.0,GM,
Moong Dal Aur Methi Ki Subzi,Haldi Powder,2.0,GM,
Methi Roti,Kasuri Methi,2.0,GM,
Assorted Indian Breads ( 7 Types ),Kasuri Methi,2.0,GM,
ALOO GOBI,Kitchen King,2.0,GM,
CHICKEN KADAI,Kitchen King,2.0,GM,
Tawa Chicken,Kitchen King,2.0,GM,
Methi Lamb,Kitchen King,2.0,GM,
PALAK PANEER,Kitchen King,2.0,GM,
Phalguni Sabzi,Kitchen King,2.0,GM,
Dal Palak Ghost,Kitchen King,2.0,GM,
Subzi Noorani,Kitchen King,2.0,GM,
VEG KADAI,Kitchen King,2.0,GM,
VEG PULAO,Kitchen King,2.0,GM,
Tawa Lamb,Kitchen King,2.0,GM,
Dehati Lamb,Kitchen King,2.0,GM,
Dum Paneer Kalamiri,Kitchen King,2.0,GM,
Ghost Hara Pyaaz,Kitchen King,2.0,GM,
Maratha Chicken,Kitchen King,2.0,GM,
Multani Murgh,Kitchen King,2.0,GM,
Ghost Sofiana,Kitchen King,2.0,GM,
Dhabe Da Murg,Kitchen King,2.0,GM,
PEAS PULAO,Kitchen King,2.0,GM,
VEG KOLHAPURI,Kitchen King,2.0,GM,
Methi Paneer,Kitchen King,2.0,GM,
Murg Tikka Nawabi,Kitchen King,2.0,GM,
Reshmi Paneer,Kitchen King,2.0,GM,
Dum Pukht VEG Biryani,Kitchen King,2.0,GM,
LUCKNOWI CHICKEN,Kitchen King,2.0,GM,
PANEER MAKHANWALA,Kitchen King,2.0,GM,
Chatpata Paneer,Kitchen King,2.0,GM,
Dum Aloo Amritsari,Kitchen King,2.0,GM,
MUSHROOM DO PYAZA,Kitchen King,2.0,GM,
VEG KADAI,Kitchen King,2.0,GM,
Tawa Lamb,Kitchen King,2.0,GM,
Mirchi Ka Salan,Kitchen King,2.0,GM,
Murgh -ka-salan,Kitchen King,2.0,GM,
Murgh Bharta Masala,Kitchen King,2.0,GM,
VEG LAHORI,Kitchen King,2.0,GM,
Amritsari Dal,Kitchen King,2.0,GM,
Dhabe Da Lamb,Kitchen King,2.0,GM,
Methi Chicken,Kitchen King,2.0,GM,
MUTTON ROGAN JOSH,Kitchen King,2.0,GM,
Phalguni Sabzi,Kitchen King,2.0,GM,
Rajasthani Laal Maas,Kitchen King,2.0,GM,
ALOO MUTTER,Kitchen King,2.0,GM,
Bhatkal VEG Biryani,Kitchen King,2.0,GM,
LUCKNOWI CHICKEN,Kitchen King,2.0,GM,
ALOO MUTTER,Kitchen King,2.0,GM,
Chatpata Paneer,Kitchen King,2.0,GM,
Methi Chicken,Kitchen King,2.0,GM,
Subzi Noorani,Kitchen King,2.0,GM,
EGG BIRYANI,Kitchen King,2.0,GM,
EGG MASALA,Kitchen King,2.0,GM,
Tawa Chicken,Kitchen King,2.0,GM,
Bukhara Kofta Curry,Kitchen King,2.0,GM,
LASOONI PALAK,Kitchen King,2.0,GM,
Mirchi Ka Salan,Kitchen King,2.0,GM,
Paneer Tikka Masala,Kitchen King,2.0,GM,
VEG SONERI,Kitchen King,2.0,GM,
Avadhi Lamb,Kitchen King,2.0,GM,
Bhindi Mirch Masala,Kitchen King,2.0,GM,
Kalonji Ka Baigan,Kitchen King,2.0,GM,
Maratha Chicken,Kitchen King,2.0,GM,
Maratha Lamb,Kitchen King,2.0,GM,
Bhatkal VEG Biryani,Kitchen King,2.0,GM,
Murg Tikka Nawabi,Kitchen King,2.0,GM,
Nalli Kashmiri Rogan,Kitchen King,2.0,GM,
PANEER KADAI,Kitchen King,2.0,GM,
PANEER KADAI,Kitchen King,2.0,GM,
Pindi Chana,Kitchen King,2.0,GM,
ALOO GOBI,Kitchen King,2.0,GM,
Murg Makhanwala,Kitchen King,2.0,GM,
Subzi Kofta Masala,Kitchen King,2.0,GM,
VEG SONERI,Kitchen King,2.0,GM,
Dum Pukht VEG Biryani,Kitchen King,2.0,GM,
Kumbh Makai Palak,Kitchen King,2.0,GM,
PANEER MAKHANWALA,Kitchen King,2.0,GM,
Multani Murgh,Kitchen King,2.0,GM,
Paneer Khurchan,Kitchen King,2.0,GM,
Paneer Tikka Masala,Kitchen King,2.0,GM,
Rajasthani Laal Maas,Kitchen King,2.0,GM,
VEG PULAO,Kitchen King,2.0,GM,
Bhindi Mirch Masala,Kitchen King,2.0,GM,
Hyderabadi VEG Biryani,Kitchen King,2.0,GM,
Reshmi Paneer,Kitchen King,2.0,GM,
Karele Kaju Masala,Kitchen King,2.0,GM,
Kolkata VEG Biryani,Kitchen King,2.0,GM,
Paneer Lawabdar,Kitchen King,2.0,GM,
Avadhi Lamb,Kitchen King,2.0,GM,
EGG MASALA,Kitchen King,2.0,GM,
Ghost Hara Pyaaz,Kitchen King,2.0,GM,
Murg Pudhina Masala,Kitchen King,2.0,GM,
Paneer Lawabdar,Kitchen King,2.0,GM,
Diwani Handi,Kitchen King,2.0,GM,
CHICKEN KADAI,Kitchen King,2.0,GM,
Dhabe Da Murg,Kitchen King,2.0,GM,
Dum Paneer Kalamiri,Kitchen King,2.0,GM,
Mutton Tikhalaal,Kitchen King,2.0,GM,
VEG MAKHANWALA,Kitchen King,2.0,GM,
Dehati Murg,Kitchen King,2.0,GM,
Moong Dal Aur Methi Ki Subzi,Kitchen King,2.0,GM,
MUTTON ROGAN JOSH,Kitchen King,2.0,GM,
Murgh -ka-salan,Kitchen King,2.0,GM,
Paneer Kofta Hara Masala,Kitchen King,2.0,GM,
Sea Food Dum Biryani,Kitchen King,2.0,GM,
VEG KOLHAPURI,Kitchen King,2.0,GM,
Diwani Handi,Kitchen King,2.0,GM,
Kumbh Makai Palak,Kitchen King,2.0,GM,
Murgh Tikhalaal,Kitchen King,2.0,GM,
Bukhara Kofta Curry,Kitchen King,2.0,GM,
PANEER BUTTER MASALA,Kitchen King,2.0,GM,
Dal Palak Ghost,Kitchen King,2.0,GM,
EGG BIRYANI,Kitchen King,2.0,GM,
Sea Food Dum Biryani,Kitchen King,2.0,GM,
Subzi Kofta Masala,Kitchen King,2.0,GM,
Paneer Kofta Hara Masala,Kitchen King,2.0,GM,
PEAS PULAO,Kitchen King,2.0,GM,
Zafrani Chicken,Kitchen King,2.0,GM,
Dehati Lamb,Kitchen King,2.0,GM,
Dum Aloo Amritsari,Kitchen King,2.0,GM,
PANEER BUTTER MASALA,Kitchen King,2.0,GM,
Dhabe Da Lamb,Kitchen King,2.0,GM,
Ghost Sofiana,Kitchen King,2.0,GM,
Methi Lamb,Kitchen King,2.0,GM,
Peshawari Kofta,Kitchen King,2.0,GM,
Multani Mutton,Kitchen King,2.0,GM,
Pindi Chana,Kitchen King,2.0,GM,
Kalonji Ka Baigan,Kitchen King,2.0,GM,
Maratha Lamb,Kitchen King,2.0,GM,
Murgh Bharta Masala,Kitchen King,2.0,GM,
Zafrani Chicken,Kitchen King,2.0,GM,
Karele Kaju Masala,Kitchen King,2.0,GM,
Mutton Tikhalaal,Kitchen King,2.0,GM,
Nalli Kashmiri Rogan,Kitchen King,2.0,GM,
Amritsari Dal,Kitchen King,2.0,GM,
Murgh Tikhalaal,Kitchen King,2.0,GM,
VEG LAHORI,Kitchen King,2.0,GM,
Kolkata VEG Biryani,Kitchen King,2.0,GM,
Methi Paneer,Kitchen King,2.0,GM,
Peshawari Kofta,Kitchen King,2.0,GM,
VEG MAKHANWALA,Kitchen King,2.0,GM,
Hyderabadi VEG Biryani,Kitchen King,2.0,GM,
Paneer Khurchan,Kitchen King,2.0,GM,
Avadhi Chicken,Kitchen King,2.0,GM,
Avadhi Chicken,Kitchen King,2.0,GM,
Multani Mutton,Kitchen King,2.0,GM,
Murg Makhanwala,Kitchen King,2.0,GM,
PALAK PANEER,Kitchen King,2.0,GM,
Moong Dal Aur Methi Ki Subzi,Kitchen King,2.0,GM,
MUSHROOM DO PYAZA,Kitchen King,2.0,GM,
Dehati Murg,Kitchen King,2.0,GM,
LASOONI PALAK,Kitchen King,2.0,GM,
Murg Pudhina Masala,Kitchen King,2.0,GM,
Thai FRIDE Rice,Lemon Leaves,2.0,GM,
Prawns Tom Kha Soup,Lemon Leaves,2.0,GM,
THAI CURRY RED,Lemon Leaves,2.0,GM,
Malysian Soup,Lemon Leaves,2.0,GM,
THAI CURRY GREEN,Lemon Leaves,2.0,GM,
Tom Kha Soup,Lemon Leaves,2.0,GM,
Missi Roti,SPRING ONION,2.0,GM,
Assorted Indian Breads ( 7 Types ),SPRING ONION,2.0,GM,
Exotic Veg In Sambal Oelek Sauce,Spring Onion,2.0,GM,
"Mushroom,PANEER, Babycorn In Red Chilli Flakes",Spring Onion,2.0,GM,
Talumein Soup,Spring Onion,2.0,GM,
Thod Man Khow Phad,Spring Onion,2.0,GM,
Suimono Soup,Spring Onion,2.0,GM,
Roast Lamb In Hongkong Style,Spring Onion,2.0,GM,
Wonton & Noodle Soup,Spring Onion,2.0,GM,
CLEAR SOUP,Spring Onion,2.0,GM,
Seafood Suimono Soup,Spring Onion,2.0,GM,
Crispy Spinach Paneer,Spring Onion,2.0,GM,
Sour & Pepper Soup,Spring Onion,2.0,GM,
Chilly Crispy Patato,Spring Onion,2.0,GM,
Funci Tongi Soup,Spring Onion,2.0,GM,
Crispy Corn,Spring Onion,2.0,GM,
Assorted Stir Fried Vegetable Salt & Pepper,Spring Onion,2.0,GM,
Chicken Clay Pot,Spring Onion,2.0,GM,
CHICKEN & MUSHROOM Cheesy Roll,Spring Onion,2.0,GM,
Veg Barbeque Sauce,Spring Onion,2.0,GM,
Roast Lamb In Honey And Ginger,Spring Onion,2.0,GM,
Tishing Hai Chicken,Spring Onion,2.0,GM,
Crispy Spinach Chicken,Spring Onion,2.0,GM,
Spicy Crab Soup,Spring Onion,2.0,GM,
Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Spring Onion,2.0,GM,
Veg Cheesy Roll,Spring Onion,2.0,GM,
"Water Chesnut, PANEER, BABY CORN, BROCOLLI In Sambal Sauce",Spring Onion,2.0,GM,
Three Treasure Vegetables In Choice Of Sauce,Spring Onion,2.0,GM,
