Invoice_No_,Date,Change_Log
8651,2024-08-26 23:08:45+00:00,Order (Bill No.: F8651) total amount changed from 5232 to 4972 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-26 23:11:50
8674,2024-08-27 20:14:35+00:00,"Order (Bill No.: F8674) total amount changed from 3357 to 3197 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-08-27 20:20:45Order (Bill No.: F8674, Amount: 3357) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-27 20:14:35"
8705,2024-08-28 14:53:04+00:00,"Order (Bill No.: F8705) total amount changed from 5722 to 5150 by sachindra (sachindra. ) (Order modify comment: kitty) (Electron Pos) - 2024-08-28 14:56:59Order (Bill No.: F8705, Amount: 5722) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-28 14:53:04"
8733,2024-08-28 22:36:31+00:00,"Order (Bill No.: F8733) total amount changed from 2834 to 2699 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-08-28 22:38:01Order (Bill No.: F8733, Amount: 2834) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-28 22:36:31"
8773,2024-08-29 21:41:12+00:00,"Order (Bill No.: F8773) total amount changed from 2630 to 2504 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-08-29 23:51:24Order (Bill No.: F8773, Amount: 2630) is created by TAPASH (TAPASH), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-29 21:41:12"
8796,2024-08-29 23:47:14+00:00,"Order (Bill No.: F8796) total amount changed from 6218 to 5922 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-08-29 23:51:40Order (Bill No.: F8796, Amount: 6218) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-29 23:47:14"
8807,2024-08-30 13:37:16+00:00,"Order (Bill No.: F8807) total amount changed from 2183 to 2079 by sachindra (sachindra). (Order modify comment: sc%) (Electron Pos) - 2024-08-30 13:40:09Order (Bill No.: F8807, Amount: 2183) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-30 13:37:16"
8833,2024-08-30 21:02:34+00:00,"Order (Bill No.: F8833) total amount changed from 1180 to 1124 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-08-30 21:04:41Order (Bill No.: F8833, Amount: 1180) is created by vijay (vijay shetty), but ownership transferred to Saikat (Saikat Sarkar) (Electron Pos) - 2024-08-30 21:02:34"
8837,2024-08-30 21:31:35+00:00,"Order (Bill No.: F8837) total amount changed from 8197 to 7807 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-08-30 21:34:07Order (Bill No.: F8837, Amount: 8197) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-30 21:31:35"
8947,2024-08-31 23:29:33+00:00,"Order (Bill No.: F8947) total amount changed from 3142 to 2993 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-08-31 23:33:11Order (Bill No.: F8947, Amount: 3142) is created by vijay (vijay shetty), but ownership transferred to Saikat (Saikat Sarkar) (Electron Pos) - 2024-08-31 23:29:33"
9046,2024-09-02 15:05:55+00:00,"Order (Bill No.: F9046) total amount changed from 5480 to 5219 by sachindra (sachindra). (Order modify comment: sc%) (Electron Pos) - 2024-09-02 15:09:53Order (Bill No.: F9046, Amount: 5480) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-09-02 15:05:55"
9049,2024-09-02 15:20:08+00:00,"Order (Bill No.: F9049) total amount changed from 16109 to 15342 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-09-02 15:22:44Order (Bill No.: F9049, Amount: 16109) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-09-02 15:20:08"
9083,2024-09-03 13:54:03+00:00,"Order (Bill No.: F9083) total amount changed from 5226 to 4703 by sachindra (sachindra). Discount changed from 0 to 474. (Order modify comment: KITTY) (Electron Pos) - 2024-09-03 15:02:55Order (Bill No.: F9083) total amount changed from 6825 to 5226 by RAM (RAM RATHORE). (Order modify comment: by mistakely bill printed this was runing tble order canceled because fish was stinking) (Electron Pos) - 2024-09-03 14:20:16Order (Bill No.: F9083, Amount: 6825) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-09-03 13:54:03"
9122,2024-09-03 23:47:12+00:00,"Order (Bill No.: F9122) total amount changed from 6521 to 6211 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-09-03 23:48:42Order (Bill No.: F9122, Amount: 6521) is created by sachindra (sachindra), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-09-03 23:47:12"
9132,2024-09-04 15:31:49+00:00,"Order (Bill No.: F9132) total amount changed from 8511 to 8106 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-04 15:33:29Order (Bill No.: F9132, Amount: 8511) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-04 15:31:49"
9178,2024-09-05 00:29:49+00:00,Order (Bill No.: F9178) total amount changed from 3232 to 3071 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-05 00:37:33
9199,2024-09-05 19:23:03+00:00,"Order (Bill No.: F9199) total amount changed from 1670 to 2142 by vijay (vijay shetty). (Order modify comment: added order) (Electron Pos) - 2024-09-05 19:26:45Order (Bill No.: F9199, Amount: 1670) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-09-05 19:23:03"
9209,2024-09-05 21:00:58+00:00,"Order (Bill No.: F9209) total amount changed from 4322 to 4116 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-05 21:03:42Order (Bill No.: F9209, Amount: 4322) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-05 21:00:58"
9222,2024-09-05 22:07:24+00:00,"Order (Bill No.: F9222) total amount changed from 10105 to 9094 by vijay (vijay shetty). Discount changed from 0 to 916.5. (Order modify comment: ref sairaj) (Electron Pos) - 2024-09-05 22:08:49Order (Bill No.: F9222, Amount: 10105) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-05 22:07:24"
9346,2024-09-07 22:37:57+00:00,Order (Bill No.: F9346) total amount changed from 2729 to 2594 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-07 22:42:05
9425,2024-09-08 22:46:44+00:00,"Order (Bill No.: F9425) total amount changed from 2078 to 1979 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-08 22:49:18Order (Bill No.: F9425, Amount: 2078) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-08 22:46:44"
9486,2024-09-10 00:22:37+00:00,"Order (Bill No.: F9486) total amount changed from 22579 to 21504 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-10 00:34:31Order (Bill No.: F9486, Amount: 22579) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-10 00:22:37"
9519,2024-09-10 22:20:25+00:00,"Order (Bill No.: F9519) total amount changed from 4151 to 3953 by sachindra (sachindra). (Order modify comment: SC%) (Electron Pos) - 2024-09-10 22:23:50Order (Bill No.: F9519, Amount: 4151) is created by sachindra (sachindra), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-09-10 22:20:25"
9559,2024-09-11 21:33:13+00:00,"Order (Bill No.: F9559) total amount changed from 2403 to 2289 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-11 21:35:08Order (Bill No.: F9559, Amount: 2403) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-11 21:33:13"
9712,2024-09-14 21:58:45+00:00,"Order (Bill No.: F9712) total amount changed from 3986 to 3796 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-14 22:01:16Order (Bill No.: F9712, Amount: 3986) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-09-14 21:58:45"
9725,2024-09-14 22:40:32+00:00,"Order (Bill No.: F9725) total amount changed from 8352 to 6681 by vijay (vijay shetty). Discount changed from 0 to 1515. (Order modify comment: ref,sanjay sir) (Electron Pos) - 2024-09-14 22:41:46Order (Bill No.: F9725, Amount: 8352) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-14 22:40:32"
9805,2024-09-15 21:00:17+00:00,"Order (Bill No.: F9805) total amount changed from 1301 to 1239 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-15 21:03:15Order (Bill No.: F9805, Amount: 1301) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-09-15 21:00:17"
9826,2024-09-15 22:14:10+00:00,"Order (Bill No.: F9826) total amount changed from 4344 to 4137 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-15 22:16:48Order (Bill No.: F9826, Amount: 4344) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-15 22:14:10"
9879,2024-09-16 23:04:17+00:00,"Order (Bill No.: F9879) total amount changed from 7817 to 7445 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-16 23:05:55Order (Bill No.: F9879, Amount: 7817) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-16 23:04:17"
9948,2024-09-18 22:36:13+00:00,"Order (Bill No.: F9948) total amount changed from 5661 to 5392 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-18 22:42:19Order (Bill No.: F9948, Amount: 5661) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-18 22:36:13"
9981,2024-09-19 22:42:12+00:00,"Order (Bill No.: F9981) total amount changed from 13208 to 12579 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-19 22:45:59Order (Bill No.: F9981, Amount: 13208) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-09-19 22:42:12"
10000,2024-09-20 15:19:09+00:00,"Order (Bill No.: F10000) total amount changed from 40067 to 38159 by sachindra (sachindra). (Order modify comment: SC%) (Electron Pos) - 2024-09-20 15:22:22Order (Bill No.: F10000, Amount: 40067) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-20 15:19:09"
10021,2024-09-20 22:11:36+00:00,"Order (Bill No.: F10021) total amount changed from 7767 to 7397 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-20 22:15:17Order (Bill No.: F10021, Amount: 7767) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-09-20 22:11:36"
10041,2024-09-20 23:40:31+00:00,"Order (Bill No.: F10041) total amount changed from 4107 to 3911 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-20 23:43:19Order (Bill No.: F10041, Amount: 4107) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-09-20 23:40:31"
10153,2024-09-22 15:37:05+00:00,"Order (Bill No.: F10153) total amount changed from 2580 to 2457 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-09-22 15:40:31Order (Bill No.: F10153, Amount: 2580) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-09-22 15:37:05"
10154,2024-09-22 15:39:13+00:00,"Order (Bill No.: F10154) total amount changed from 10044 to 9566 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-09-22 15:42:45Order (Bill No.: F10154, Amount: 10044) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-22 15:39:13"
10224,2024-09-22 22:31:44+00:00,"Order (Bill No.: F10224) total amount changed from 2999 to 2856 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-22 22:33:56Order (Bill No.: F10224, Amount: 2999) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-09-22 22:31:44"
10232,2024-09-22 23:03:42+00:00,"Order (Bill No.: F10232) total amount changed from 24321 to 23163 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-22 23:08:47Order (Bill No.: F10232, Amount: 24321) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-22 23:03:42"
10257,2024-09-23 21:18:56+00:00,"Order (Bill No.: F10257) total amount changed from 1753 to 1670 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-23 21:21:49Order (Bill No.: F10257, Amount: 1753) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-23 21:18:56"
10332,2024-09-25 15:39:34+00:00,"Order (Bill No.: F10332) total amount changed from 4162 to 3964 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-25 15:42:41Order (Bill No.: F10332, Amount: 4162) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-25 15:39:34"
10345,2024-09-25 21:49:26+00:00,"Order (Bill No.: F10345) total amount changed from 5557 to 5292 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-25 21:52:29Order (Bill No.: F10345, Amount: 5557) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-09-25 21:49:26"
10347,2024-09-25 21:52:57+00:00,"Order (Bill No.: F10347) total amount changed from 821 to 782 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-25 21:57:05Order (Bill No.: F10347, Amount: 821) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-25 21:52:57"
10514,2024-09-28 21:59:21+00:00,"Order (Bill No.: F10514) total amount changed from 9223 to 8783 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-28 22:03:57Order (Bill No.: F10514, Amount: 9223) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-09-28 21:59:21"
10531,2024-09-28 23:00:43+00:00,"Order (Bill No.: F10531) total amount changed from 3506 to 3339 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-28 23:04:21Order (Bill No.: F10531, Amount: 3506) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-28 23:00:43"
10545,2024-09-29 00:26:33+00:00,"Order (Bill No.: F10545) total amount changed from 10728 to 10217 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-29 00:30:03Order (Bill No.: F10545, Amount: 10728) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-09-29 00:26:33"
10557,2024-09-29 14:20:50+00:00,"Order (Bill No.: F10557) total amount changed from 2426 to 2310 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-09-29 14:24:59Order (Bill No.: F10557, Amount: 2426) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-29 14:20:50"
10560,2024-09-29 14:26:06+00:00,"Order (Bill No.: F10560) total amount changed from 1119 to 1066 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-09-29 14:30:46Order (Bill No.: F10560, Amount: 1119) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-09-29 14:26:06"
10629,2024-09-29 22:40:37+00:00,"Order (Bill No.: F10629) total amount changed from 1533 to 1460 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-29 22:41:23Order (Bill No.: F10629, Amount: 1533) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-09-29 22:40:37"
10669,2024-09-30 22:59:43+00:00,"Order (Bill No.: F10669) total amount changed from 1720 to 1638 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-09-30 23:01:33Order (Bill No.: F10669, Amount: 1720) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-09-30 22:59:43"
10679,2024-10-01 14:51:31+00:00,"Order (Bill No.: F10679) total amount changed from 1643 to 1565 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-10-01 14:55:19Order (Bill No.: F10679, Amount: 1643) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-10-01 14:51:31"
10747,2024-10-02 15:30:31+00:00,"Order (Bill No.: F10747) total amount changed from 11021 to 10496 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-02 15:38:56Order (Bill No.: F10747, Amount: 11021) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-10-02 15:30:31"
10791,2024-10-02 22:43:04+00:00,"Order (Bill No.: F10791) total amount changed from 6207 to 5912 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-02 22:45:45Order (Bill No.: F10791, Amount: 6207) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-10-02 22:43:04"
10794,2024-10-02 23:13:25+00:00,"Order (Bill No.: F10794) total amount changed from 1786 to 844 by RAM (RAM RATHORE). (Order modify comment: BERYANI WAS SPICY GUEST DIDENT LIKE CONFORM BY MR MEHATA CAP TONMAY) (Electron Pos) - 2024-10-03 00:06:11Order (Bill No.: F10794, Amount: 1786) is created by TAPASH (TAPASH), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-10-02 23:13:25"
10807,2024-10-03 14:52:56+00:00,"Order (Bill No.: F10807) total amount changed from 9554 to 9099 by sachindra (sachindra). (Order modify comment: SC%) (Electron Pos) - 2024-10-03 14:58:58Order (Bill No.: F10807, Amount: 9554) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-10-03 14:52:56"
10809,2024-10-03 15:24:22+00:00,"Order (Bill No.: F10809) total amount changed from 11196 to 10663 by sachindra (sachindra). (Order modify comment: SC%) (Electron Pos) - 2024-10-03 15:26:41Order (Bill No.: F10809, Amount: 11196) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-10-03 15:24:22"
10873,2024-10-04 21:48:46+00:00,"Order (Bill No.: F10873) total amount changed from 6196 to 5901 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-04 21:52:51Order (Bill No.: F10873, Amount: 6196) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-10-04 21:48:46"
10949,2024-10-05 22:28:32+00:00,"Order (Bill No.: F10949) total amount changed from 6626 to 6311 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-05 22:30:16Order (Bill No.: F10949, Amount: 6626) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-10-05 22:28:32"
10994,2024-10-06 15:31:30+00:00,"Order (Bill No.: F10994) total amount changed from 5783 to 5507 by sachindra (sachindra). (Order modify comment: SC%) (Electron Pos) - 2024-10-06 15:33:28Order (Bill No.: F10994, Amount: 5783) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-10-06 15:31:30"
11095,2024-10-07 23:04:37+00:00,"Order (Bill No.: F11095) total amount changed from 9592 to 9135 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-07 23:07:40Order (Bill No.: F11095, Amount: 9592) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-10-07 23:04:37"
11129,2024-10-08 21:13:17+00:00,"Order (Bill No.: F11129) total amount changed from 6582 to 6269 by sachindra (sachindra). (Order modify comment: SC%) (Electron Pos) - 2024-10-08 21:15:43Order (Bill No.: F11129, Amount: 6582) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-10-08 21:13:17"
11179,2024-10-09 22:40:19+00:00,"Order (Bill No.: F11179) total amount changed from 10507 to 10007 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-09 22:46:11Order (Bill No.: F11179, Amount: 10507) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-10-09 22:40:19"
11184,2024-10-09 23:49:50+00:00,"Order (Bill No.: F11184) total amount changed from 5661 to 5392 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-09 23:52:01Order (Bill No.: F11184, Amount: 5661) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-10-09 23:49:50"
11293,2024-10-11 23:28:13+00:00,"Order (Bill No.: F11293) total amount changed from 4079 to 3885 by sachindra (sachindra). (Order modify comment: Sc%) (Electron Pos) - 2024-10-11 23:36:39Order (Bill No.: F11293, Amount: 4079) is created by sachindra (sachindra), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-10-11 23:28:13"
11312,2024-10-12 13:20:54+00:00,"Order (Bill No.: F11312) total amount changed from 7078 to 6741 by sachindra (sachindra). (Order modify comment: sc%) (Electron Pos) - 2024-10-12 13:24:11Order (Bill No.: F11312, Amount: 7078) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-10-12 13:20:54"
11331,2024-10-12 15:30:56+00:00,"Order (Bill No.: F11331) total amount changed from 2282 to 2174 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-10-12 15:33:38Order (Bill No.: F11331, Amount: 2282) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-10-12 15:30:56"
11336,2024-10-12 15:55:02+00:00,"Order (Bill No.: F11336) total amount changed from 2409 to 2294 by sachindra (sachindra). (Order modify comment: SC) (Electron Pos) - 2024-10-12 15:58:12Order (Bill No.: F11336, Amount: 2409) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-10-12 15:55:02"
11378,2024-10-12 22:08:52+00:00,"Order (Bill No.: F11378) total amount changed from 2343 to 2231 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-12 22:13:10Order (Bill No.: F11378, Amount: 2343) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-10-12 22:08:52"
11501,2024-10-13 22:14:40+00:00,"Order (Bill No.: F11501) total amount changed from 5248 to 8233 by vijay (vijay shetty). (Order modify comment: re punch all drinks item because software error /bill missing) (Electron Pos) - 2024-10-13 22:47:27Order (Bill No.: F11501, Amount: 5248) is created by TAPASH (TAPASH), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-10-13 22:14:40"
11623,2024-10-16 13:19:06+00:00,"Order (Bill No.: F11623) total amount changed from 4416 to 4205 by sachindra (sachindra). (Order modify comment: sc) (Electron Pos) - 2024-10-16 13:22:12Order (Bill No.: F11623, Amount: 4416) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-10-16 13:19:06"
11636,2024-10-16 17:06:46+00:00,"Order (Bill No.: F11636) total amount changed from 34018 to 27214 by sachindra (sachindra). Discount changed from 0 to 6171. (Order modify comment: MD) (Electron Pos) - 2024-10-16 17:26:40Order (Bill No.: F11636, Amount: 34018) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-10-16 17:06:46"
11637,2024-10-16 17:15:31+00:00,"Order (Bill No.: F11637) total amount changed from 342 to 273 by sachindra (sachindra). Discount changed from 0 to 62. (Order modify comment: MD) (Electron Pos) - 2024-10-16 17:28:17Order (Bill No.: F11637, Amount: 342) is created by sachindra (sachindra), but ownership transferred to Saikat (Saikat Sarkar) (Electron Pos) - 2024-10-16 17:15:31"
11693,2024-10-17 20:33:01+00:00,"Order (Bill No.: F11693) total amount changed from 3087 to 2940 by vijay (vijay shetty). (Order modify comment: removed sc) (Electron Pos) - 2024-10-17 20:39:28Order (Bill No.: F11693, Amount: 3087) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-10-17 20:33:01"
365,2024-04-23 23:29:28+00:00,"Order (Bill No.: B365, Amount: 2881) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-04-23 23:29:28Order (Bill No.: B365) total amount changed from 2881 to 2750 by sachindra (sachindra. ) (Order modify comment: yes) (Electron Pos) - 2024-04-23 23:32:11"
1254,2024-04-23 23:29:28+00:00,Order (Bill No.: F1254) total amount changed from 3056 to 2903 by sachindra (sachindra. ) (Order modify comment: yes) (Electron Pos) - 2024-04-23 23:32:37
